date,t2m_daily_mean_C
2023-08-10,24.404907
2023-08-11,22.111786
2023-08-12,21.467987
2023-08-13,20.547628
2023-08-14,19.74064
2023-08-15,19.536316
2023-08-16,19.940826
2023-08-17,21.067514
2023-08-18,22.014008
2023-08-19,23.256418
2023-08-20,23.093607
2023-08-21,22.424875
2023-08-22,21.478476
2023-08-23,21.09613
2023-08-24,22.918081
2023-08-25,21.559479
2023-08-26,16.118143
2023-08-27,9.821889
2023-08-28,11.463959
2023-08-29,11.635529
2023-08-30,12.784027
2023-08-31,14.590831
2023-09-01,15.367381
2023-09-02,12.135559
2023-09-03,15.703033
2023-09-04,19.341623
2023-09-05,18.798319
2023-09-06,17.710989
2023-09-07,17.15455
2023-09-08,17.096292
2023-09-09,17.730246
2023-09-10,17.730734
2023-09-11,16.911905
2023-09-12,14.193654
2023-09-13,14.537465
2023-09-14,14.358317
2023-09-15,12.280446
2023-09-16,13.630951
2023-09-17,14.270874
2023-09-18,12.843933
2023-09-19,12.627086
2023-09-20,12.666728
2023-09-21,10.609955
2023-09-22,9.04245
2023-09-23,9.628774
2023-09-24,11.965729
2023-09-25,13.816701
2023-09-26,14.412415
2023-09-27,14.596669
2023-09-28,15.435405
2023-09-29,15.864095
2023-09-30,15.930348
2023-10-01,17.006521
2023-10-02,16.87728
2023-10-03,16.006958
2023-10-04,15.062927
2023-10-05,14.124318
2023-10-06,14.651337
2023-10-07,14.830913
2023-10-08,14.554881
2023-10-09,14.408122
2023-10-10,13.694031
2023-10-11,13.56723
2023-10-12,13.200409
2023-10-13,13.598311
2023-10-14,12.675704
2023-10-15,11.717551
2023-10-16,10.34338
2023-10-17,11.668866
2023-10-18,11.647136
2023-10-19,9.293468
2023-10-20,6.0792108
2023-10-21,5.427695
2023-10-22,4.9593034
2023-10-23,8.967625
2023-10-24,6.6075377
2023-10-25,7.4632316
2023-10-26,8.7514925
2023-10-27,5.401325
2023-10-28,5.319491
2023-10-29,7.4068017
2023-10-30,5.265268
2023-10-31,4.0814986
2023-11-01,4.2668824
2023-11-02,4.425556
2023-11-03,-0.61560565
2023-11-04,1.7201843
2023-11-05,2.5854824
2023-11-06,2.0882213
2023-11-07,-0.37641016
2023-11-08,1.1291529
2023-11-09,4.022785
2023-11-10,4.071617
2023-11-11,6.471967
2023-11-12,9.173539
2023-11-13,9.450253
2023-11-14,9.666985
2023-11-15,8.232716
2023-11-16,8.457729
2023-11-17,5.7294707
2023-11-18,7.390489
2023-11-19,8.752616
2023-11-20,6.178684
2023-11-21,2.6860034
2023-11-22,1.4782867
2023-11-23,1.2849516
2023-11-24,4.5777154
2023-11-25,3.4137192
2023-11-26,1.5158716
2023-11-27,2.7659073
2023-11-28,3.3594882
2023-11-29,3.4995663
2023-11-30,6.043321
2023-12-01,3.8561337
2023-12-02,-0.9019292
2023-12-03,-1.4303932
2023-12-04,-0.2665952
2023-12-05,-0.5308533
2023-12-06,-0.29196167
2023-12-07,1.7377396
2023-12-08,1.6988373
2023-12-09,3.3252754
2023-12-10,4.570166
2023-12-11,5.9218826
2023-12-12,5.024147
2023-12-13,2.0021324
2023-12-14,-1.3438364
2023-12-15,1.1861509
2023-12-16,1.269886
2023-12-17,1.3887037
2023-12-18,2.232221
2023-12-19,2.343188
2023-12-20,1.4263649
2023-12-21,3.2879536
2023-12-22,4.4609094
2023-12-23,3.0837822
2023-12-24,2.3795166
2023-12-25,2.6879208
2023-12-26,3.500965
2023-12-27,3.8483326
2023-12-28,3.1514359
2023-12-29,3.9378254
2023-12-30,1.5310364
2023-12-31,0.7864329
